Time Block,Average Packets,Average Packets per Device,Average Connections,Average Connections per Device,Average Throughput per Device,Max Throughput per Device,Active Devices (IP),Connected Devices (MAC),Average Packet Size,Active Connections,Ratio TIME_WAIT/ESTABLISHED,Max TCP Connections,Max UDP Connections,Time Since Last TCP Connection,Time Since Last UDP Connection,Average TCP Session Duration,Average UDP Session Duration,Time Since Last Packet,Device Screen State
3,8.633333333333333,8.633333333333333,0.0666666666666666,0.0666666666666666,884.2666666666667,884.2666666666667,1,1,3.414157014157014,2,0.0,0,0,255.0,885.0,22515.0,0.0,30.0,0
3,8.633333333333333,8.633333333333333,0.0666666666666666,0.0666666666666666,884.2666666666667,884.2666666666667,1,1,3.414157014157014,2,0.0,0,0,270.0,900.0,22545.0,0.0,45.0,0
3,8.733333333333333,8.733333333333333,0.0666666666666666,0.0666666666666666,890.2666666666667,890.2666666666667,1,1,3.397964376590331,2,0.0,0,0,285.0,915.0,22575.0,0.0,15.0,0
3,8.733333333333333,8.733333333333333,0.0666666666666666,0.0666666666666666,890.2666666666667,890.2666666666667,1,1,3.397964376590331,2,0.0,0,0,300.0,930.0,22605.0,0.0,30.0,0
3,8.733333333333333,8.733333333333333,0.0666666666666666,0.0666666666666666,890.2666666666667,890.2666666666667,1,1,3.397964376590331,2,0.0,0,0,315.0,945.0,22635.0,0.0,45.0,0
3,8.733333333333333,8.733333333333333,0.0666666666666666,0.0666666666666666,890.2666666666667,890.2666666666667,1,1,3.397964376590331,2,0.0,0,0,330.0,960.0,22665.0,0.0,60.0,0
3,8.733333333333333,8.733333333333333,0.0666666666666666,0.0666666666666666,890.2666666666667,890.2666666666667,1,1,3.397964376590331,2,0.0,0,0,345.0,975.0,22695.0,0.0,75.0,0
3,8.733333333333333,8.733333333333333,0.0666666666666666,0.0666666666666666,890.2666666666667,890.2666666666667,1,1,3.397964376590331,2,0.0,0,0,360.0,990.0,22725.0,0.0,90.0,0
3,8.733333333333333,8.733333333333333,0.0666666666666666,0.0666666666666666,890.2666666666667,890.2666666666667,1,1,3.397964376590331,2,0.0,0,0,375.0,1005.0,22755.0,0.0,105.0,0
3,8.733333333333333,8.733333333333333,0.0666666666666666,0.0666666666666666,890.2666666666667,890.2666666666667,1,1,3.397964376590331,2,0.0,0,0,390.0,1020.0,22785.0,0.0,120.0,0
3,8.733333333333333,8.733333333333333,0.0666666666666666,0.0666666666666666,890.2666666666667,890.2666666666667,1,1,3.397964376590331,2,0.0,0,0,405.0,1035.0,22815.0,0.0,135.0,0
3,8.733333333333333,8.733333333333333,0.0666666666666666,0.0666666666666666,890.2666666666667,890.2666666666667,1,1,3.397964376590331,2,0.0,0,0,420.0,1050.0,22845.0,0.0,150.0,0
3,8.733333333333333,8.733333333333333,0.0666666666666666,0.0666666666666666,890.2666666666667,890.2666666666667,1,1,3.397964376590331,2,0.0,0,0,435.0,1065.0,22875.0,0.0,165.0,0
3,11.433333333333334,11.433333333333334,0.1,0.1,3111.6,3111.6,1,1,9.071720116618076,3,0.0,1,0,0.0,1080.0,15280.0,0.0,15.0,0
3,11.433333333333334,11.433333333333334,0.1,0.1,3111.6,3111.6,1,1,9.071720116618076,3,0.0,0,0,15.0,1095.0,15310.0,0.0,30.0,0
3,8.733333333333333,8.733333333333333,0.0666666666666666,0.0666666666666666,890.2666666666667,890.2666666666667,1,1,3.397964376590331,2,0.0,0,0,30.0,1110.0,30.0,0.0,15.0,0
3,8.733333333333333,8.733333333333333,0.0666666666666666,0.0666666666666666,890.2666666666667,890.2666666666667,1,1,3.397964376590331,2,0.0,0,0,45.0,1125.0,22995.0,0.0,30.0,0
3,8.733333333333333,8.733333333333333,0.0666666666666666,0.0666666666666666,890.2666666666667,890.2666666666667,1,1,3.397964376590331,2,0.0,0,0,60.0,1140.0,23025.0,0.0,45.0,0
3,8.733333333333333,8.733333333333333,0.0666666666666666,0.0666666666666666,890.2666666666667,890.2666666666667,1,1,3.397964376590331,2,0.0,0,0,75.0,1155.0,23055.0,0.0,60.0,0
3,8.733333333333333,8.733333333333333,0.0666666666666666,0.0666666666666666,890.2666666666667,890.2666666666667,1,1,3.397964376590331,2,0.0,0,0,90.0,1170.0,23085.0,0.0,75.0,0
3,8.733333333333333,8.733333333333333,0.0666666666666666,0.0666666666666666,890.2666666666667,890.2666666666667,1,1,3.397964376590331,2,0.0,0,0,105.0,1185.0,23115.0,0.0,90.0,0
3,8.733333333333333,8.733333333333333,0.0666666666666666,0.0666666666666666,890.2666666666667,890.2666666666667,1,1,3.397964376590331,2,0.0,0,0,120.0,1200.0,23145.0,0.0,105.0,0
3,8.833333333333334,8.833333333333334,0.0666666666666666,0.0666666666666666,896.2666666666667,896.2666666666667,1,1,3.382138364779874,2,0.0,0,0,135.0,1215.0,23175.0,0.0,15.0,0
3,8.833333333333334,8.833333333333334,0.0666666666666666,0.0666666666666666,896.2666666666667,896.2666666666667,1,1,3.382138364779874,2,0.0,0,0,150.0,1230.0,23205.0,0.0,30.0,0
3,8.833333333333334,8.833333333333334,0.0666666666666666,0.0666666666666666,896.2666666666667,896.2666666666667,1,1,3.382138364779874,2,0.0,0,0,165.0,1245.0,23235.0,0.0,45.0,0
